2021.woah-1.15,Context Sensitivity Estimation in Toxicity Detection,2021,-1,-1,3,0.0,64,alexandros xenos,Proceedings of the 5th Workshop on Online Abuse and Harms (WOAH 2021),0,0,0.0,0.0
2021.semeval-1.6,{S}em{E}val-2021 Task 5: Toxic Spans Detection,2021,-1,-1,4,1.0,65,john pavlopoulos,Proceedings of the 15th International Workshop on Semantic Evaluation (SemEval-2021),0,0,0.0,0.0
2021.naacl-main.22,Paragraph-level Rationale Extraction through Regularization: A case study on {E}uropean Court of Human Rights Cases,2021,-1,-1,5,1.0,3033,ilias chalkidis,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,0.0,0.0
2021.emnlp-main.559,{M}ulti{EURLEX} - A multi-lingual and multi-label legal document classification dataset for zero-shot cross-lingual transfer,2021,-1,-1,3,1.0,3033,ilias chalkidis,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
2021.econlp-1.2,{EDGAR}-{CORPUS}: Billions of Tokens Make The World Go Round,2021,-1,-1,3,0.0,6362,lefteris loukas,Proceedings of the Third Workshop on Economics and Natural Language Processing,0,0,0.0,0.0
2021.acl-long.301,A Neural Model for Joint Document and Snippet Ranking in Question Answering for Large Document Collections,2021,-1,-1,2,1.0,12292,dimitris pappas,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2020.findings-emnlp.261,{LEGAL}-{BERT}: The Muppets straight out of Law School,2020,-1,-1,5,1.0,3033,ilias chalkidis,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.0,0.0
2020.findings-emnlp.278,{D}omain {A}dversarial {F}ine-{T}uning as an {E}ffective {R}egularizer,2020,-1,-1,4,0.0,6977,giorgos vernikos,Findings of the Association for Computational Linguistics: EMNLP 2020,0,0,0.0,0.0
2020.emnlp-main.607,An Empirical Study on Large-Scale Multi-Label Text Classification Including Few and Zero-Shot Labels,2020,-1,-1,6,1.0,3033,ilias chalkidis,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.0,0.0
2020.bionlp-1.15,{B}io{MRC}: A Dataset for Biomedical Machine Reading Comprehension,2020,30,0,3,1.0,12292,dimitris pappas,Proceedings of the 19th SIGBioMed Workshop on Biomedical Language Processing,0,0,-0.031362483355824,-0.032453646393453
2020.acl-main.396,Toxicity Detection: Does Context Really Matter?,2020,-1,-1,5,1.0,65,john pavlopoulos,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,1,0,0.0,0.0
W19-5031,Transfer Learning for Causal Sentence Detection,2019,28,0,2,0.0,23963,manolis kyriakakis,Proceedings of the 18th BioNLP Workshop and Shared Task,0,0,-0.639838840443887,-0.4664028542981977
W19-5032,Embedding Biomedical Ontologies by Jointly Encoding Network Structure and Textual Node Descriptors,2019,0,0,3,0.0,20600,sotiris kotitsas,Proceedings of the 18th BioNLP Workshop and Shared Task,0,0,-0.031362483355824,-0.032453646393453
W19-2209,Extreme Multi-Label Legal Text Classification: A Case Study in {EU} Legislation,2019,33,2,5,1.0,3033,ilias chalkidis,Proceedings of the Natural Legal Language Processing Workshop 2019,0,0,-0.031362483355824,-0.032453646393453
W19-1803,A Survey on Biomedical Image Captioning,2019,57,1,3,1.0,65,john pavlopoulos,Proceedings of the Second Workshop on Shortcomings in Vision and Language,0,0,-0.031362483355824,-0.032453646393453
S19-2102,{C}onv{AI} at {S}em{E}val-2019 Task 6: Offensive Language Identification and Categorization with Perspective and {BERT},2019,0,0,4,1.0,65,john pavlopoulos,Proceedings of the 13th International Workshop on Semantic Evaluation,0,0,-0.09563962056728308,-1.9864828733417366
P19-1424,Neural Legal Judgment Prediction in {E}nglish,2019,25,0,2,1.0,3033,ilias chalkidis,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,1,0,-0.031362483355824,-0.032453646393453
P19-1636,Large-Scale Multi-Label Text Classification on {EU} Legislation,2019,29,0,4,1.0,3033,ilias chalkidis,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,1,0,0.15815821131059601,-0.17126667721257974
N19-1071,{SEQ}{\\^{}}3: Differentiable Sequence-to-Sequence-to-Sequence Autoencoder for Unsupervised Abstractive Sentence Compression,2019,0,12,2,0.0,8137,christos baziotis,"Proceedings of the 2019 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",0,0,0.9677331928074675,-0.292299916133207
D19-1618,{SUM}-{QE}: a {BERT}-based Summary Quality Estimation Model,2019,0,3,4,0.0,27154,stratos xenouleas,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),0,0,-0.031362483355824,-0.032453646393453
W18-5304,{AUEB} at {B}io{ASQ} 6: Document and Snippet Retrieval,2018,32,3,5,0.0,27994,george brokos,Proceedings of the 6th {B}io{ASQ} Workshop A challenge on large-scale biomedical semantic indexing and question answering,0,0,-0.031362483355824,-0.032453646393453
P18-2041,Obligation and Prohibition Extraction Using Hierarchical {RNN}s,2018,17,0,2,1.0,3033,ilias chalkidis,Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),0,0,0.2776337335288787,-0.19511070700392805
L18-1439,{B}io{R}ead: A New Dataset for Biomedical Reading Comprehension,2018,0,2,2,1.0,12292,dimitris pappas,Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),0,0,-0.031362483355824,-0.032453646393453
D18-1211,Deep Relevance Ranking Using Enhanced Document-Query Interactions,2018,0,23,3,0.0,10634,ryan mcdonald,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,0,0,-0.031362483355824,-0.032453646393453
W17-4209,Improved Abusive Comment Moderation with User Embeddings,2017,0,4,4,1.0,65,john pavlopoulos,Proceedings of the 2017 {EMNLP} Workshop: Natural Language Processing meets Journalism,0,0,-0.031362483355824,-0.032453646393453
W17-3004,Deep Learning for User Comment Moderation,2017,44,8,3,1.0,65,john pavlopoulos,Proceedings of the First Workshop on Abusive Language Online,0,0,-0.031362483355824,-0.032453646393453
D17-1117,Deeper Attention to Abusive User Content Moderation,2017,28,24,3,1.0,65,john pavlopoulos,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,0,0,-0.031362483355824,-0.032453646393453
W16-2915,Using Centroids of Word Embeddings and Word Mover{'}s Distance for Biomedical Document Retrieval in Question Answering,2016,16,5,3,0.0,33822,georgiosioannis brokos,Proceedings of the 15th Workshop on Biomedical Natural Language Processing,0,0,-0.2827481096929496,-0.3808723849768643
S16-1002,{S}em{E}val-2016 Task 5: Aspect Based Sentiment Analysis,2016,13,194,4,1.0,18398,maria pontiki,Proceedings of the 10th International Workshop on Semantic Evaluation ({S}em{E}val-2016),0,0,-0.36455789370384634,-0.2368788783334673
S16-1012,aueb.twitter.sentiment at {S}em{E}val-2016 Task 4: A Weighted Ensemble of {SVM}s for {T}witter Sentiment Analysis,2016,15,6,5,0.0,34203,stavros giorgis,Proceedings of the 10th International Workshop on Semantic Evaluation ({S}em{E}val-2016),0,0,-0.36455789370384634,-0.2368788783334673
S16-1050,{AUEB}-{ABSA} at {S}em{E}val-2016 Task 5: Ensembles of Classifiers and Embeddings for Aspect Based Sentiment Analysis,2016,10,13,5,0.0,34240,dionysios xenos,Proceedings of the 10th International Workshop on Semantic Evaluation ({S}em{E}val-2016),0,0,-0.27523337455668334,-0.19457184115025977
S15-2082,{S}em{E}val-2015 Task 12: Aspect Based Sentiment Analysis,2015,20,183,5,1.0,18398,maria pontiki,Proceedings of the 9th International Workshop on Semantic Evaluation ({S}em{E}val 2015),0,0,0.5547478222201089,1.0161803954237203
W14-1306,"Aspect Term Extraction for Sentiment Analysis: New Datasets, New Evaluation Measures and an Improved Unsupervised Method",2014,24,18,2,1.0,65,john pavlopoulos,Proceedings of the 5th Workshop on Language Analysis for Social Media ({LASM}),0,0,-0.4709088746566167,0.20952374241622404
S14-2004,{S}em{E}val-2014 Task 4: Aspect Based Sentiment Analysis,2014,16,378,5,1.0,18398,maria pontiki,Proceedings of the 8th International Workshop on Semantic Evaluation ({S}em{E}val 2014),0,0,0.7522321351552718,0.8161549795398473
E14-1009,Multi-Granular Aspect Aggregation in Aspect-Based Sentiment Analysis,2014,43,7,2,1.0,65,john pavlopoulos,Proceedings of the 14th Conference of the {E}uropean Chapter of the Association for Computational Linguistics,0,0,-0.21789734528983515,0.06042184488959765
W13-2106,"Using Integer Linear Programming for Content Selection, Lexicalization, and Aggregation to Produce Compact Texts from {OWL} Ontologies",2013,32,3,2,1.0,839,gerasimos lampouras,Proceedings of the 14th {E}uropean Workshop on Natural Language Generation,0,0,-0.5539021645696667,-0.1786324469999965
P13-2100,Using Integer Linear Programming in Concept-to-Text Generation to Produce More Compact Texts,2013,26,8,2,1.0,839,gerasimos lampouras,Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),0,0,-0.5539021645696667,-0.1786324469999965
C12-1056,Extractive Multi-Document Summarization with Integer Linear Programming and Support Vector Regression,2012,27,40,3,1.0,37402,dimitrios galanis,Proceedings of {COLING} 2012,0,0,0.4490813715579019,0.1552062215425485
W11-2701,A New Sentence Compression Dataset and Its Use in an Abstractive Generate-and-Rank Sentence Compressor,2011,44,6,2,1.0,37402,dimitrios galanis,Proceedings of the {UCNLG}+{E}val: Language Generation and Evaluation Workshop,0,0,1.1050169457444365,-0.5715988132146936
D11-1009,A Generate and Rank Approach to Sentence Paraphrasing,2011,37,5,2,1.0,3289,prodromos malakasiotis,Proceedings of the 2011 Conference on Empirical Methods in Natural Language Processing,0,0,0.7234450559211504,-0.0003056427731915168
N10-1131,An extractive supervised two-stage method for sentence compression,2010,26,37,2,1.0,37402,dimitrios galanis,Human Language Technologies: The 2010 Annual Conference of the North {A}merican Chapter of the Association for Computational Linguistics,0,0,1.5053822949634528,-0.6621989169805057
E09-2005,An Open-Source Natural Language Generator for {OWL} Ontologies and its Use in Protege and Second Life,2009,9,31,4,1.0,37402,dimitrios galanis,Proceedings of the Demonstrations Session at {EACL} 2009,0,0,-0.1402790417411229,-0.9114551694827101
